title,snippet,link
Path planning of coastal ships based on optimized DQN reward function,… (DQN) algorithm. The model is mainly composed of environment status information and the DQN algorithm. The environment status information provides training space for the DQN …,https://www.mdpi.com/2077-1312/9/2/210/pdf
Dynamic reward-based dueling deep dyna-q: Robust policy learning in noisy environments,"… In this paper, we attempt to utilize Dueling DQN method to mitigate the negative impact of … In this stage, we employ a variant of DQN method, Dueling DQN method to improve the …",https://aaai.org/ojs/index.php/AAAI/article/view/6516/6372
Towards V2I age-aware fairness access: A DQN based intelligent vehicular node training and test method,"… the DQN algorithm is more suitable to solve the DRL problems. Therefore, we propose an extended DQN al… In this section, we first introduce how we extend the DQN training and testing …",https://ieeexplore.ieee.org/iel7/9970761/10292727/10292743.pdf
Policy gradient method for robust reinforcement learning,… This paper develops the first policy gradient method with global optimality guarantee … reinforcement learning under model mismatch. Robust reinforcement learning is to learn a policy …,https://proceedings.mlr.press/v162/wang22at/wang22at.pdf
Independent policy gradient methods for competitive reinforcement learning,"… player independently selects a policy and observes only … run policy gradient methods in tandem, their policies will … result for independent policy gradient methods in competitive RL; prior …",https://proceedings.neurips.cc/paper/2020/file/3b2acfe2e38102074656ed938abf4ac3-Paper.pdf
Is the policy gradient a gradient?,"… -the-art policy gradient methods. In Section 6, we review all of the policy gradient algorithms … of the algorithms used the “incorrect” policy gradient that we discuss in this paper. While this …",https://arxiv.org/pdf/1906.07073
Phasic policy gradient,"… Specifically, we set the policy gradient loss (… gradient is the policy gradient estimator, subject to a constraint on the KL-divergence between the original policy and the updated policy. …",http://proceedings.mlr.press/v139/cobbe21a/cobbe21a.pdf
An improved analysis of (variance-reduced) policy gradient and natural policy gradient methods,"… of policy gradient (PG), natural PG (NPG) methods, and their variance-reduced variants, under general smooth policy … More specifically, with the Fisher information matrix of the policy …",https://proceedings.neurips.cc/paper/2020/file/56577889b3c1cd083b6d7b32d32f99d5-Paper.pdf
Global convergence of policy gradient methods to (almost) locally optimal policies,… of RPG methods that unbiasedly estimate the true policy gradient for infinitehorizon discounted MDPs (section 3). These proposed methods … to stationary-point policies (spotlighted in a …,https://par.nsf.gov/servlets/purl/10218458
Implementation matters in deep policy gradients: A case study on ppo and trpo,"… on these algorithms, the fact that such optimizations are so important begs the question: how do we identify the true roots of algorithmic progress in deep policy gradient methods? …",https://arxiv.org/pdf/2005.12729
Neural policy gradient methods: Global optimality and rates of convergence,"… In comparison, our focus is on deep reinforcement learning with policy gradient methods. In particular, the policy evaluation steps are based on the TD(0) algorithm, which uses …",https://arxiv.org/pdf/1909.01150
On the convergence rates of policy gradient methods,"… In this paper, we focus on policy gradient methods for minimizing the weighted value … methods generate a sequence of policies {π(k)} through repeated evaluation of the policy gradient …",https://www.jmlr.org/papers/volume23/22-0056/22-0056.pdf
Robust multi-agent reinforcement learning via minimax deep deterministic policy gradient,"… algorithm, MiniMax Multi-agent Deep Deterministic Policy Gradient (M3DDPG) with the fol… multi-agent deep deterministic policy gradient algorithm (MADDPG), for robust policy learning; (…",https://aaai.org/ojs/index.php/AAAI/article/download/4327/4205
Pc-pg: Policy cover directed exploration for provable policy gradient learning,"… This work focuses on how policy gradient methods can be extended to handle exploration, … body of empirical techniques for exploration which combine policy gradient methods with …",https://proceedings.neurips.cc/paper/2020/file/9b3a9fb4db30fc6594ec3990cbc09932-Paper.pdf
"On the theory of policy gradient methods: Optimality, approximation, and distribution shift","… Overall, the results of this work place policy gradient methods under a solid theoretical footing, analogous to the global convergence guarantees of iterative value function based …",https://www.jmlr.org/papers/volume22/19-736/19-736.pdf
Policy gradient for rectangular robust markov decision processes,"… have become a standard for training reinforcement learning … policies can be computationally expensive. In this paper, we introduce robust policy gradient (RPG), a policybased method …",https://proceedings.neurips.cc/paper_files/paper/2023/file/ba8aee784ffe0813890288b334444eda-Paper-Conference.pdf
Worst cases policy gradients,"… deterministic policy gradient, where we backpropagate the CVaR loss gradients through the critic and down to the actor/policy networks. We obtain the deterministic gradient for the …",https://arxiv.org/pdf/1911.03618
On the global convergence rates of softmax policy gradient methods,"… First, we prove that with the true gradient, policy gradient methods with a softmax parametrization converge to the optimal policy at a O(1/t) rate, with constants depending on the …",http://proceedings.mlr.press/v119/mei20b/mei20b.pdf
A policy gradient algorithm for learning to learn in multiagent reinforcement learning,"… objective of MARL and then derive our policy gradient theorem to optimize this objective. Finally, we discuss how to interpret our meta-policy gradient theorem with respect to prior work. …",http://proceedings.mlr.press/v139/kim21g/kim21g.pdf
Policy gradient assisted map-elites,… Policy Gradient Assisted MAP-Elites (PGA-MAP-Elites) is an … data-efficiency of Policy Gradient methods with the exploration … operators in parallel: 1) a Policy Gradient (PG) operator. 2) a …,https://hal.science/hal-03135723/document
Algaedice: Policy gradient from arbitrary experience,"… , this formulation trains the policy (actor) and dual … policy gradient methods, we show that if the dual function is optimized, the gradient of the proposed objective with respect to the policy …",https://arxiv.org/pdf/1912.02074
What matters for on-policy deep actor-critic methods? a large-scale study,… of on-policy deep actor-critic reinforcement learning for … actor-critic gradient algorithm. We took the following approach to create a highly configurable unified on-policy deep actor-critic …,https://openreview.net/pdf?id=nIAxjsniDzg
A finite-time analysis of two time-scale actor-critic methods,… convergence and finite sample complexity of actor-critic methods are largely open. In this … two timescale actor-critic methods under non-iid setting. We prove that the actor-critic method is …,https://proceedings.neurips.cc/paper/2020/file/cc9b3c69b56df284846bf2432f1cba90-Paper.pdf
On the sample complexity of actor-critic method for reinforcement learning with function approximation,"… In this work, we investigate actor-critic methods to solve (2), which is a hybrid RL method … technique called policy gradient method, and explain how actor-critic augments policy gradient. …",https://link.springer.com/content/pdf/10.1007/s10994-023-06303-2.pdf
Provable benefits of actor-critic methods for offline reinforcement learning,"… Actor-critic methods are widely used in offline reinforcement learning practice, but are not so well-understood theoretically. We propose a new offline actor-critic algorithm that naturally …",https://proceedings.neurips.cc/paper_files/paper/2021/file/713fd63d76c8a57b16fc433fb4ae718a-Paper.pdf
Idql: Implicit q-learning as an actor-critic method with diffusion policies,"… Effective offline RL methods require properly handling out-of-… In this paper, we reinterpret IQL as an actor-critic method by … (AWR) used in prior methods. Instead, we propose using …",https://arxiv.org/pdf/2304.10573
TD-regularized actor-critic methods,"… Through evaluations on benchmark tasks, we show that our method is complementary to existing actor-critic methods, improving not only their stability but also their performance and …",https://link.springer.com/content/pdf/10.1007/s10994-019-05788-0.pdf
Online meta-critic learning for off-policy actor-critic methods,"… Off-Policy Actor-Critic (OffP-AC) methods have proven … actor that accelerates and improves actor-critic learning. Compared to … with contemporary OffP-AC methods DDPG, TD3 and SAC. …",https://proceedings.neurips.cc/paper_files/paper/2020/file/cceff8faa855336ad53b3325914caea2-Paper.pdf
Better exploration with optimistic actor critic,"… In order to limit overestimation [26, 46], modern actor-critic methods learn an approximate lower confidence bound on the Q-function [24, 17], obtained by using two networks ˆQ1 …",https://proceedings.neurips.cc/paper_files/paper/2019/file/a34bacf839b923770b2c360eefa26748-Paper.pdf
Convergence proof for actor-critic methods applied to PPO and RUDDER,… Our results are valid for actor-critic methods that use episodic … general actor-critic reinforcement learning algorithms. We apply this convergence proof to two concrete actor-critic methods…,https://arxiv.org/pdf/2012.01399
Asynchronous actor-critic for multi-agent reinforcement learning,"… actor-critic methods that generalize their primitive-action counterparts. First, we formulate a macro-action-based independent actor-critic (Mac-IAC) method. … -based actor-critic methods, …",https://proceedings.neurips.cc/paper_files/paper/2022/file/1c153788756d35559c22d105d1182c30-Paper-Conference.pdf
Actor-critic method for high dimensional static Hamilton--Jacobi--Bellman partial differential equations based on neural networks,"… Accordingly, the actor-critic algorithms consist of two parts: … have been developed under the actor-critic framework [2, 10, 15, … The pseudocode for our actor-critic method for solving high …",https://arxiv.org/pdf/2102.11379
Lvio-fusion: A self-adaptive multi-sensor fusion slam framework using actor-critic method,"… a actor-critic method in reinforcement learning to adaptively adjust sensors’ weight. After training, actor-critic … -of-the-art methods, which shows that the proposed method achieves high …",https://arxiv.org/pdf/2106.06783
Ac-teach: A bayesian actor-critic method for policy learning with an ensemble of suboptimal teachers,"… (b) Our method, AC-Teach, (light blue) modifies the actor-critic architecture to leverage advice from a set of teachers (red) as part of the Behavioral Policy to train the Agent Policy using …",https://arxiv.org/pdf/1909.04121
Single timescale actor-critic method to solve the linear quadratic regulator with convergence guarantees,"… In this section, we present our specific design of the algorithm under the actor-critic framework. We apply an LSTD method for the policy evaluation (critic), with a detailed description for …",https://www.jmlr.org/papers/volume24/22-0644/22-0644.pdf
Value-decomposition multi-agent actor-critics,"… actor-critic methods that are compatible with A2C and propose a novel actor-critic framework, value-decomposition actor-critic (… performance over other actor-critic methods. Furthermore, …",https://ojs.aaai.org/index.php/AAAI/article/download/17353/17160
Estimation error correction in deep reinforcement learning for deterministic actor-critic methods,"… deep reinforcement learning methods, approximation of value functions induces overestimation bias and leads to suboptimal policies. We show that in deep actor-critic methods that aim …",https://arxiv.org/pdf/2109.10736
Sparse sequence-to-sequence models,"Sequence-to-sequence models … models less interpretable and assigning probability mass to many implausible outputs. In this paper, we propose sparse sequence-to-sequence models, …",https://aclanthology.org/P19-1146.pdf
Deep reinforcement learning for sequence-to-sequence models,… learning models called sequence-to-sequence (seq2seq) models and discussed some of the recent advances in combining training of these models with RL techniques. The seq2seq …,https://arxiv.org/pdf/1805.09461
Lingvo: a modular and scalable framework for sequence-to-sequence modeling,"… An analysis of incorporating an external language model into a sequenceto-sequence model. In Proc. IEEE International Conference on Acoustics, Speech, and Signal Processing (…",https://arxiv.org/pdf/1902.08295
Seq2sick: Evaluating the robustness of sequence-to-sequence models with adversarial examples,"… problem of crafting adversarial examples for sequence-to-sequence (seq2seq) models (… We choose this problem not only because it is challenging, but also because seq2seq models …",https://aaai.org/ojs/index.php/AAAI/article/view/5767/5623
Foundations of sequence-to-sequence modeling for time series,"… sequence-to-sequence models with those of local models. In particular, we will compare our bounds on the generalization gap Φ(Y) for sequenceto-sequence models and local models, …",http://proceedings.mlr.press/v89/mariet19a/mariet19a.pdf
Document ranking with a pretrained sequence-to-sequence model,… of a pretrained sequence-to-sequence model to the task of … We show how a sequence-to-sequence model can be … with previous classification-based models and can surpass them with …,https://arxiv.org/pdf/2003.06713
Evaluating sequence-to-sequence models for handwritten text recognition,"… Abstract—Encoder-decoder models have become an effective approach for sequence … To this end, we propose an attention-based sequence-to-sequence model. It combines a …",https://arxiv.org/pdf/1903.07377
Direct speech-to-speech translation with a sequence-to-sequence model,"… an attention-based sequence-to-sequence neural net… model slightly underperforms a baseline cascade of a direct speech-to-text translation model and a text-to-speech synthesis model, …",https://arxiv.org/pdf/1904.06037
A systematic review on sequence-to-sequence learning with neural network and its models.,… Sequence-to-Sequence models can also be implemented through what is known as … ) and attention-based models. The sequence-to-sequence model was initially created by Google for …,https://www.researchgate.net/profile/Said-Salloum/publication/344664783_A_Systematic_Review_on_Sequence_to_Sequence_Neural_Network_and_its_Models/links/601108f692851c2d4df6fc47/A-Systematic-Review-on-Sequence-to-Sequence-Neural-Network-and-its-Models.pdf
On evaluation of adversarial perturbations for sequence-to-sequence models,"Adversarial examples --- perturbations to the input of a model that elicit … sequence-to-sequence (seq2seq) models. However, these perturbations only indicate weaknesses in the model …",https://arxiv.org/pdf/1903.06620
Neural abstractive text summarization with sequence-to-sequence models,"In the past few years, neural abstractive text summarization with sequence-to-sequence (seq2seq) models have gained a lot of popularity. Many interesting techniques have been …",https://dl.acm.org/doi/pdf/10.1145/3419106
Generating medical reports from patient-doctor conversations using sequence-to-sequence models,"… based sequence-to-sequence architectures for medical report generation from patient-doctor conversations. This study demonstrates the ability of sequence-to-sequence models, in …",https://aclanthology.org/2020.nlpmc-1.4.pdf
BartPho: pre-trained sequence-to-sequence models for Vietnamese,"… Capitalization and punctuation restoration models generally fall into two main categories of … sequence-to-sequence [41, 42]. In this investigation, we follow the sequence-to-sequence …",https://arxiv.org/pdf/2109.09701
Any-to-many voice conversion with location-relative sequence-to-sequence modeling,… Attention Mechanisms in Seq2seq Models Sequence-to-sequence models equipped with attention mechanism have been very popular in VC and TTS tasks. The BNE-Seq2seqMoL …,https://arxiv.org/pdf/2009.02725
NRTR: A no-recurrence sequence-to-sequence model for scene text recognition,"… This paper, for the first time, proposes a no-recurrence sequence-to-sequence text recognizer, named NRTR, that dispenses with recurrences and convolutions entirely. NRTR follows …",https://arxiv.org/pdf/1806.00926
Guiding attention in sequence-to-sequence models for dialogue act prediction,"… In this paper, we tackle this issue with a sequence-to-sequence … have been successfully applied to NMT, where modeling non local … Thus, it can be formulated as sequence to sequence …",https://ojs.aaai.org/index.php/AAAI/article/download/6259/6115
Multi-view sequence-to-sequence models with conversational structure for abstractive dialogue summarization,… This work proposes a multi-view sequence-tosequence model by first extracting conversational structures of unstructured daily chats from different views to represent conversations and …,https://arxiv.org/pdf/2010.01672
The expando-mono-duo design pattern for text ranking with pretrained sequence-to-sequence models,"… [41], but in this work we take advantage of the pretrained sequence-to-sequence model T5, as described in Nogueira and Lin [39]. In that paper, it was given the somewhat awkward …",https://arxiv.org/pdf/2101.05667
Correction of automatic speech recognition with transformer sequence-to-sequence model,… yet efficient postprocessing model for automatic speech recognition. Our model has Transformer-based encoder-decoder architecture which “translates” acoustic model output into …,https://arxiv.org/pdf/1910.10697
Recent advancements in end-to-end autonomous driving using deep learning: A survey,… the End-to-End autonomous driving stack. It provides a taxonomy of automated driving tasks wherein neural networks have been employed in an End-to-End … in End-to-End autonomous …,https://arxiv.org/pdf/2307.04370
End-to-end deep learning framework for digital holographic reconstruction,"… an end-to-end deep learning-based framework, called a holographic reconstruction network (HRNet), for numerical reconstruction in DH. By adopting this end-to-end learning strategy, …",https://www.spiedigitallibrary.org/journals/Advanced-Photonics/volume-1/issue-1/016004/End-to-end-deep-learning-framework-for-digital-holographic-reconstruction/10.1117/1.AP.1.1.016004.pdf
Learning from simulation: An end-to-end deep-learning approach for computational ghost imaging,"… design an end-to-end approach that … deep learning. In most DL-based computational imaging, thousands pairs of labeled input-output data should be acquired to train a neural network. …",https://opg.optica.org/viewmedia.cfm?uri=oe-27-18-25560&seq=0
End-to-end optimization of deep learning applications,… Figure 2 shows the break down of the end-to-end runtime for processing … end-to-end SW/HW co-optimization. Our experiments show that this optimization can increase the end-to-end …,https://dl.acm.org/doi/pdf/10.1145/3373087.3375321
Deepvcp: An end-to-end deep neural network for point cloud registration,… We present DeepVCP - a novel end-to-end learning… deep neural network structures to establish an end-to-end trainable network. Our keypoint detector is trained through this end-to-end …,https://openaccess.thecvf.com/content_ICCV_2019/papers/Lu_DeepVCP_An_End-to-End_Deep_Neural_Network_for_Point_Cloud_Registration_ICCV_2019_paper.pdf
End-to-end constrained optimization learning: A survey,… This paper surveys the recent attempts at leveraging machine learning to … machine learning architectures. These approaches hold the promise to develop new hybrid machine learning …,https://arxiv.org/pdf/2103.16378
Deepjit: an end-to-end deep learning framework for just-in-time defect prediction,"… changes and they are trained using machine learning techniques with the assumption that … Unlike those approaches, in this paper, we propose an end-to-end deep learning framework…",https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=5489&context=sis_research
End-to-end deep learning framework for coronavirus (COVID-19) detection and monitoring,"… In this paper, we proposed an end-to-end framework for COVID-19 to enable a real-time … We proposed a deep learning model based on X-rays of the chest and transfer learning, to …",https://www.mdpi.com/2079-9292/9/9/1439/pdf
PestNet: An end-to-end deep learning approach for large-scale multi-class pest detection and classification,"… by the various applications of Convolutional Neural Network (CNN) in deep learning [5-8] … ,10], we develop an end-toend architecture PestNet based on deep learning for multiclass pest …",https://eprints.whiterose.ac.uk/150790/1/FINALArticle1.pdf
Deep learning-based end-to-end wireless communication systems with conditional GANs as unknown channels,"… Therefore, almost all the previous works on the endto-end paradigm are concentrating on … a channel agnostic endto-end communication system based on deep learning, where different …",https://ieeexplore.ieee.org/iel7/7693/9090043/08985539.pdf
End-to-end lung cancer screening with three-dimensional deep learning on low-dose chest computed tomography,"… , we aimed to build an end-to-end approach performing both … was to learn features using deep convolutional neural networks (… We chose to learn features because this approach has …",https://mlgdansk.pl/wp-content/uploads/2019/06/MLGdansk63_27.05.19_End-to-end_lung_cancer_screening_with_three-dimens.pdf
Automated end-to-end management of the modeling lifecycle in deep learning,"… To this end, we present a unified approach for managing the deep learning lifecycle end-to-end. We equip our approach with a software system for automated model management, …",https://par.nsf.gov/servlets/purl/10312568
DeepFMRI: End-to-end deep learning for functional connectivity and classification of ADHD using fMRI,"… In this work, we propose a novel end-to-end deep learning method incorporating functional connectivity for the classification of ADHD. To the best of our knowledge, this has not been …",https://openaccess.city.ac.uk/id/eprint/23201/1/DeepFMRI_ver02.pdf
Feature extraction for hyperspectral imagery: The evolution from shallow to deep: Overview and toolbox,"… Feature extraction (FE), a vibrant field of research in the hyperspectral community, evolved through decades of research to address this issue and extract … model to extract deep features. …",https://arxiv.org/pdf/2003.02822
A comprehensive review of dimensionality reduction techniques for feature selection and feature extraction,… This work reviewed more than forty articles of feature selection and feature extraction that … ] proposed a method for extraction features from images based on the deep CNN and PCA. …,https://www.jastt.org/index.php/jasttpath/article/download/24/10
Content‐Based Image Retrieval and Feature Extraction: A Comprehensive Review,… We analyzed the main aspects of various image retrieval and image representation models from low-level feature extraction to recent semantic deep-learning approaches. The …,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2019/9658350
Texture feature extraction methods: A survey,… Various feature extraction methods have been proposed in the … survey of texture feature extraction methods. The latter are … -based methods and the deep learning methods) are very …,https://ieeexplore.ieee.org/iel7/6287639/6514899/08600329.pdf
Breast cancer detection using extreme learning machine based on feature fusion with CNN deep features,"… features. Therefore, in this paper, we propose a novel diagnosis method that merges several deep features. … CNN and US-ELM for feature extraction and clustering, respectively. First, a …",https://ieeexplore.ieee.org/iel7/6287639/6514899/08613773.pdf
Classification of remote sensing image scenes using double feature extraction hybrid deep learning approach,"… a double feature extraction hybrid deep learning approach to … feature abstraction techniques. Also, the proposed algorithm is applied to feature values in order to convert them to feature …",https://www.researchgate.net/profile/Rajesh-Sharma-Rajendran/publication/353144715_Classification_of_Remote_Sensing_Image_Scenes_Using_Double_Feature_Extraction_Hybrid_Deep_Learning_Approach/links/610a652c1e95fe241aac921d/Classification-of-Remote-Sensing-Image-Scenes-Using-Double-Feature-Extraction-Hybrid-Deep-Learning-Approach.pdf
Pneumonia detection using CNN based feature extraction,"… Although, the features were extracted with different variants of … the optimal model for the feature extraction stage. Therefore, … a feature extractor is that deeper the network more generic …",https://www.academia.edu/download/82119475/08869364.pdf
Plant disease and pest detection using deep learning-based features,"… In this study, we calculated execution times for deep feature extraction and transfer learning based on deep learning models, as shown in Tables 5 and 8. According to the results, …",https://journals.tubitak.gov.tr/cgi/viewcontent.cgi?article=1627&context=elektrik
Dfanet: Deep feature aggregation for real-time semantic segmentation,"… Both in ICNet and BiSeNet, only one branch is deep CNN for feature extraction, and other branches are designed to make up resolution details. Different from these methods, we …",http://openaccess.thecvf.com/content_CVPR_2019/papers/Li_DFANet_Deep_Feature_Aggregation_for_Real-Time_Semantic_Segmentation_CVPR_2019_paper.pdf
Trends in audio signal feature extraction methods,"… Since the evolution of deep learning, the deep features are extensively used in various applications, in audio signal processing deep features have been used since 2010 in the area of …",https://calebrascon.info/AR/Topic4/addresources/features.pdf
Algorithm selection using deep learning without feature extraction,… space P represents a potentially infinite sized set of instances for the problem domain ■ The feature space F describes a set of characteristics derived using feature extraction from P …,https://napier-repository.worktribe.com/preview/1732777/Algorithm_selection_using_Deep_learning.pdf
Multi-channel 3D deep feature learning for survival time prediction of brain tumor patients using multi-modal neuroimages,… feature extraction method (in our proposed method) and traditional unsupervised feature extraction … superiority of supervised feature extraction to unsupervised feature extraction (see …,https://www.nature.com/articles/s41598-018-37387-9.pdf
Image matching from handcrafted to deep features: A survey,"… In particular, feature detection can extract the distinctive structure from an image, and … ability in deep feature acquisition and non-linear expression, applying deep learning techniques …",https://link.springer.com/content/pdf/10.1007/s11263-020-01359-2.pdf
Model compression for deep neural networks: A survey,"… role in deploying models on edge devices. This study analyzed various model compression … speeding up model inference, reducing model complexity and training costs, and improving …",https://www.mdpi.com/2073-431X/12/3/60/pdf
Compression of deep learning models for text: A survey,"… model compression is using KD (also broadly known as student–teacher networks). In such methods, the idea is to first train a deep teacher model … Thus, the student model is trained to …",https://arxiv.org/pdf/2008.05221
A survey of model compression for deep neural networks,"… model size while retaining model precision has become a hot research issue. Model compression refers to the reduction of a trained model … After model compression, there are fewer …",http://cje.ustb.edu.cn/en/article/pdf/preview/10.13374/j.issn2095-9389.2019.03.27.002.pdf
Memory-and communication-aware model compression for distributed deep learning inference on IoT,"… art on model compression refers to … models, we assume that KD is also a model compression technique throughout this paper. Of note, the present work considers model compression …",https://dl.acm.org/doi/pdf/10.1145/3358205
Deep model compression and architecture optimization for embedded systems: A survey,"… In Table 1, we summarized and compared various deep-learning model compression methods from the literature discussed in this paper. These methods aim to reduce the size, …",https://hal.science/hal-03048735/file/Compression_Survey_hal.pdf
Compression helps deep learning in image classification,"… For each model, we initialized the learning rate to 0.01 to train the last logit layer with random … current learning rate, we stopped the training of the current layer and decayed the learning …",https://www.mdpi.com/1099-4300/23/7/881/pdf
Tt-rec: Tensor train compression for deep learning recommendation models,… TT is a simple and robust method for model compression (… 2011) and has been studied extensively for deep learning … been investigated for the deep learning recommendation space; …,https://proceedings.mlsys.org/paper_files/paper/2021/file/1c4534ff58dab447545594c4863239b3-Paper.pdf
Comprehensive Study on Performance Evaluation and Optimization of Model Compression: Bridging Traditional Deep Learning and Large Language Models,"… trained deep learning models, … , compression techniques on popular deep learning models used in the image classification, object detection, language models and generative models-…",https://arxiv.org/pdf/2407.15904
A survey of model compression strategies for object detection,"… of object detection model compression techniques in recent years. Firstly, these compression … After that, we discuss the application scenarios and future directions of model compression …",https://link.springer.com/content/pdf/10.1007/s11042-023-17192-x.pdf
Discrimination-aware network pruning for deep model compression,… 3) We apply the improved DCP to compress the latest face recognition models. 4) We extend DCP for kernel pruning to further compress models at kernel level. 5) We propose a new …,https://arxiv.org/pdf/2001.01050
Leveraging filter correlations for deep model compression,"… based model compression approach for deep convolutional … each such pair naıvely, the model is re-optimized to make the … each round, we further finetune the model to recover from the …",http://openaccess.thecvf.com/content_WACV_2020/papers/Singh_Leveraging_Filter_Correlations_for_Deep_Model_Compression_WACV_2020_paper.pdf
"A survey on deep neural network compression: Challenges, overview, and solutions","… correlated DNN models to perform cross model compression. In MTZ, the compression is … quantitative characterization approach for a deep learning model to make its deployment on …",https://arxiv.org/pdf/2010.03954
Towards efficient model compression via learned global ranking,"… Although the goal of this work is to develop a model compression method that produces a set of ConvNets across different FLOP counts, we also compare our method with prior art that …",https://openaccess.thecvf.com/content_CVPR_2020/papers/Chin_Towards_Efficient_Model_Compression_via_Learned_Global_Ranking_CVPR_2020_paper.pdf
Discrete model compression with resource constraint for deep neural networks,"… In this paper, we proposed an effective discrete model compression method to prune CNNs given certain resource constraints. By turning deterministic discrete gate to stochastic …",http://openaccess.thecvf.com/content_CVPR_2020/papers/Gao_Discrete_Model_Compression_With_Resource_Constraint_for_Deep_Neural_Networks_CVPR_2020_paper.pdf
A novel training strategy for deep learning model compression applied to viral classifications,"… In this paper, in contrast, we propose a novel model compression scheme that … Weight compression by quantization Figure 5 depicts the architecture of quantization-aware …",http://www.eecs.harvard.edu/~htk/publication/2021-ijcnn-fernandes-kung.pdf
"Efficient deep learning: A survey on making deep learning models smaller, faster, and better",… There are other survey papers that cover a limited part of the field of efficient deep learning such as specific compression techniques like quantization and distillation [26…,https://arxiv.org/pdf/2106.08962
What is the state of neural network pruning?,"… the configuration of the network’s parameters and … neural network model as a particular parameterization of an architecture, ie, f(x; W) for specific parameters W. Neural network pruning …",https://proceedings.mlsys.org/paper_files/paper/2020/file/6c44dc73014d66ba49b28d483a8f8b0d-Paper.pdf
Importance estimation for neural network pruning,"… At each pruning iteration, we remove the neuron with the least importance as measured by the criterion used, and measure the loss on the training set. Results in Fig. 3 show that …",https://openaccess.thecvf.com/content_CVPR_2019/papers/Molchanov_Importance_Estimation_for_Neural_Network_Pruning_CVPR_2019_paper.pdf
"A survey on deep neural network pruning: Taxonomy, comparison, analysis, and recommendations","… neural network pruning. To facilitate future research on deep neural network pruning, we summarize broad pruning … curated collection of datasets, networks, and evaluations on different …",https://arxiv.org/pdf/2308.06767
Structured pruning for deep convolutional neural networks: A survey,"… pruning of deep CNNs. We summarize and compare the state-of-the-art structured pruning … execution, neural architecture search, the lottery ticket hypothesis, and the applications of …",https://arxiv.org/pdf/2303.00566
Methods for pruning deep neural networks,"… Although methods for pruning shallow neural networks were proposed in … pruning deep neural networks. Hence, this paper presents a survey of recent work on pruning neural networks …",https://ieeexplore.ieee.org/iel7/6287639/6514899/09795013.pdf
Variational convolutional neural network pruning,… pruning convolutional neural networks in channel level. This idea is motivated by the fact that deterministic value based pruning … Our method conducts channel pruning without desire of …,https://openaccess.thecvf.com/content_CVPR_2019/papers/Zhao_Variational_Convolutional_Neural_Network_Pruning_CVPR_2019_paper.pdf
Pruning and quantization for deep neural network acceleration: A survey,… This paper focuses primarily on network optimization for convolutional neural networks. It is … an introduction to neural networks and specifically convolutional neural networks. We also …,https://arxiv.org/pdf/2101.09671
Recent advances on neural network pruning at initialization,"… ), attempts to prune a randomly initialized network. This paper … pruning fashion. We first introduce a generic formulation of neural network pruning, followed by the major classic pruning …",https://arxiv.org/pdf/2103.06460
Eagleeye: Fast sub-net evaluation for efficient neural network pruning,"… In this work, we present a pruning method called EagleEye, in which a simple yet … pruning algorithms. EagleEye achieves better pruning performance than all of the studied pruning …",https://arxiv.org/pdf/2007.02491
Convolutional neural network pruning with structural redundancy reduction,"… find that pruning in the layer(s) with the most structural redundancy outperforms pruning the … Based on this finding, we then propose a network pruning approach that identifies structural …",http://openaccess.thecvf.com/content/CVPR2021/papers/Wang_Convolutional_Neural_Network_Pruning_With_Structural_Redundancy_Reduction_CVPR_2021_paper.pdf
Scop: Scientific control for reliable neural network pruning,… reliable neural network pruning algorithm by setting up a scientific control. Existing pruning … importance of filters to the network and then execute filter pruning accordingly. To increase …,https://proceedings.neurips.cc/paper/2020/file/7bcdf75ad237b8e02e301f4091fb6bc8-Paper.pdf
Accelerator-aware pruning for convolutional neural networks,"… by network pruning[… pruning schemes have been proposed, some of which prune the weights without constraints [19], [20] while others prune the weights considering the neural network …",https://arxiv.org/pdf/1804.09862
Neural network pruning with residual-connections and limited-data,"… Network pruning is a useful tool to obtain a satisfactory balance between inference speed … , structured pruning such as filter level pruning is more preferred. In filter level pruning, the …",https://openaccess.thecvf.com/content_CVPR_2020/papers/Luo_Neural_Network_Pruning_With_Residual-Connections_and_Limited-Data_CVPR_2020_paper.pdf
Pruning neural networks at initialization: Why are we missing the mark?,"… Recent work has explored the possibility of pruning neural networks at initialization. We … and magnitude pruning. Although these methods surpass the trivial baseline of random pruning, …",https://arxiv.org/pdf/2009.08576
1xn pattern for pruning convolutional neural networks,"… the individual weights or the whole filters, we design a pruning pattern that supports network pruning by removing consecutive N output kernels with the same input channel index. To …",https://arxiv.org/pdf/2105.14713
Lost in pruning: The effects of pruning neural networks beyond test accuracy,"… the pruned network and its parent, we observe that the prune potential of the network varies … In this paper, we study the impact of pruning when deploying neural networks in real-world …",https://proceedings.mlsys.org/paper_files/paper/2021/file/521437c574a2bb7fcc20b222700b4181-Paper.pdf
Sparsity in deep learning: Pruning and growth for efficient inference and training in neural networks,"… We describe approaches to remove and add elements of neural networks, different training strategies to achieve model sparsity, and mechanisms to exploit sparsity in practice. Our …",https://www.jmlr.org/papers/volume22/21-0366/21-0366.pdf
